id,artist,name,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5Yds5mKbrnFDomw9sshRkT,Cristobal Tapia De Veer,Utopia Overture,2013-10-07,37,0.688,0.457,5,-12.032,0,0.106,0.53,0.761,0.322,0.578,170.019
1wPuzroWKHgRcilvHUZNen,Chemise,She Can't Love You,2012-05-01,50,0.963,0.742,4,-6.597,0,0.0904,0.036,0.000989,0.303,0.694,114.689
3tBy3yLwm4UgDYjYLdL5iq,Simian,La Breeze,2002-01-01,36,0.675,0.732,0,-4.248,0,0.0251,0.0207,0.00106,0.155,0.504,86.969
0ybVIU8FkjBfdCfjiAbkL8,Chilly,For Your Love,2012-07-17,23,0.589,0.811,5,-11.434,1,0.0619,0.000559,0.0243,0.614,0.627,116.269
2r5seNRSheLITyH4cevy2O,The 5th Dimension,Let The Sunshine In (Reprise) - Remastered 2000,1969,52,0.454,0.782,11,-6.297,0,0.0444,0.0509,0.00133,0.154,0.647,118.441
7hDIFNigtELSubzeVFObtP,Avishai Cohen,Seven Seas,2011,35,0.38,0.492,4,-11.696,0,0.0327,0.724,0.891,0.108,0.444,121.732
3rXEuxpz5XlZFQJErZgFkG,Justus Köhncke,So Weit Wie Noch Nie,2002-05-13,40,0.762,0.585,0,-7.842,1,0.0505,0.0483,0.434,0.234,0.792,124.98
1XIuwgrZsB0FQpad2ZMVYa,Matmatah,Emma,1998-01-01,46,0.331,0.852,4,-3.886,0,0.0467,0.0398,0.0,0.12,0.53,191.943
5aVa0IJ4Q7vGBsh4Sj7K39,Christopher Drake,The Dark Knight Triumphant / End Titles,2013-10-08,33,0.244,0.315,9,-14.409,1,0.0441,0.567,0.875,0.0884,0.0354,101.254
7hhclvecTpNxNNRCk7NUoc,Jamiroquai,Little L,2001-09-11,65,0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906
2weNFSRqkClXtfBPTteafY,Justice,Phantom,2007-06-11,46,0.627,0.48,2,-4.462,1,0.0652,0.00817,0.014,0.179,0.102,117.009
3AA8xNhDC0MpqwkGX3EP5V,Phoenix,If I Ever Feel Better,2000-03-06,66,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7
305tGJy16yTTFe6Ya9nMKJ,Caribou,Odessa,2010-04-16,59,0.694,0.896,1,-6.099,1,0.0386,0.00369,0.0915,0.344,0.562,118.03
6PvXjBhwr6JNHDFVRnjGxR,The Rapture,Get Myself Into It,2006-01-01,36,0.744,0.851,1,-5.203,1,0.0354,3.25e-05,0.0361,0.158,0.93,117.997
3RCj5fG55qjtmnEML1gpnA,Hot Chip,Over And Over,2006-05-22,61,0.774,0.794,5,-4.446,0,0.0358,0.00824,0.00317,0.08,0.724,120.002
4EBisBBehGON4ESJsNZBsP,Ratatat,Wildcat,2006-08-22,55,0.703,0.718,1,-7.522,1,0.0669,0.0479,0.432,0.0415,0.785,115.993
76nVSbl4LfZVALNIJ2sm3q,Soulwax,Krack,2005-09-18,46,0.581,0.91,10,-5.941,0,0.0318,0.244,0.907,0.0935,0.332,112.815
64KZZUapCQHba7jibt5yYQ,Justice,Newjack,2007-06-11,43,0.649,0.877,0,-4.679,1,0.338,0.0335,1.43e-06,0.35,0.781,115.03
3H3cOQ6LBLSvmcaV7QkZEu,Daft Punk,Aerodynamic,2001-03-07,59,0.624,0.911,7,-7.482,1,0.0524,0.328,0.861,0.0727,0.135,122.902
1PpfeNl5uYRBhfFcig2Uz6,Gorillaz,19-2000 - Soulchild Remix,2001-03-26,58,0.672,0.896,0,-3.986,1,0.0526,0.194,0.0,0.299,0.895,102.045
5XzGyYZemDuCG3OdbhVFvh,Daft Punk,Face to Face / Short Circuit,2007-11-16,45,0.525,0.599,6,-12.666,1,0.0581,0.261,0.021,0.717,0.188,125.976
4npMbTuxrUA3Wd7edACZ2L,Daft Punk,Short Circuit,2001-03-07,51,0.535,0.558,6,-10.756,1,0.0741,0.00461,0.824,0.0821,0.215,109.69
098ttCNmncrO4YvqWUNMvn,Daft Punk,High Life,2001-03-07,53,0.653,0.869,8,-9.393,1,0.216,0.00445,0.398,0.334,0.515,125.202
186hvCTyrni4KT9nwIQ7zS,Daft Punk,Superheroes,2001-03-07,54,0.619,0.739,11,-8.204,0,0.0792,0.00405,0.00346,0.102,0.675,140.875
6vuPZX9fWESg5js2JFTQRJ,Daft Punk,Crescendolls,2001-03-07,54,0.696,0.75,5,-8.503,0,0.0721,0.0035,0.922,0.0889,0.937,124.048
7BlBVFwvbWvcwNcUarQmjk,ROSALÍA,"Yo x Ti, Tu x Mi",2019-08-15,78,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952
0PScxqVsG6O2Cqvg4VMgmF,Barbatuques,Baiana - Cosme Martin & Christian Vila Remix,2016-03-04,39,0.825,0.817,7,-5.373,1,0.0734,0.00625,0.773,0.114,0.533,117.988
5UX8v9D9CE0rXSEO4pfQJn,Stand High Patrol,Brest Bay,2012-01-20,53,0.857,0.718,10,-7.611,0,0.165,0.296,0.0,0.104,0.488,87.489
50ZG2OSzrp6gHptCsi3zXF,Salut C'est Cool,Les fleurs,2015-06-22,48,0.708,0.895,0,-5.645,1,0.0554,0.00336,0.538,0.0417,0.333,164.021
4u2dQmcZaFAu0fKXGmIf96,Salut C'est Cool,Techno toujours pareil,2015-06-22,53,0.659,0.908,8,-6.67,0,0.0367,0.241,0.00595,0.132,0.741,159.008
2U5kSevItDmL0XzSDyemRp,Bon Entendeur,Le temps est bon,2019-12-13,66,0.573,0.679,3,-5.693,1,0.079,0.237,6.82e-05,0.375,0.583,98.085
4Xrq6LQ6p0JJCnkRzVwbLH,Caballero & JeanJass,Dégueulasse,2018-06-01,47,0.766,0.485,7,-11.469,0,0.159,0.421,0.0,0.197,0.59,103.046
1LaFSdiOu1rK0tHXBMRGdY,Myd,Superdiscoteca,2019-04-19,39,0.801,0.749,5,-8.113,1,0.0565,0.0295,0.865,0.11,0.602,126.016
4gdQamULpFs7WeyFGfmTCZ,Amber Mark,Lose My Cool - Franc Moody Remix,2017-05-26,58,0.82,0.509,1,-5.15,1,0.0419,0.0558,0.018,0.359,0.762,103.007
2Ji6pcpNIuRPSilgKHjnN6,Abd Al Malik,Gibraltar,2006,36,0.636,0.835,6,-5.747,0,0.166,0.396,0.0,0.0589,0.869,136.946
0mcKzMtkdjMgLhpiCtko6a,Hollysiz,Come Back to Me,2013-09-30,47,0.663,0.669,10,-7.163,1,0.0774,0.34,0.013,0.11,0.746,129.955
09By4L1F4e7kcAtLIvsRuJ,Revolver,Get Around Town,2009-04-27,51,0.851,0.847,4,-3.718,0,0.051,0.367,7.08e-05,0.156,0.964,96.093
1n6n6YWVByW2hJgDIBpCtj,Jim Noir,My Patch - Radio Edit,2006-05-01,28,0.741,0.723,5,-5.171,1,0.0266,0.211,0.0175,0.092,0.769,126.821
4oFqhIuQLc1qbuqi3OWaEX,An Der Beat,Knuf!,1997-01-01,40,0.83,0.717,5,-9.833,0,0.0691,0.0213,0.885,0.178,0.568,112.495
5v97VsVx22eCJEeuf5RG4v,The Mauskovic Dance Band,Repeating Night,2017-04-21,28,0.691,0.858,5,-7.008,0,0.0495,0.269,0.597,0.165,0.96,137.335
1v6wfh5bUCnOttxRUpNST2,You Man,Birdcage,2013-10-28,49,0.669,0.709,6,-8.776,0,0.0452,0.0124,0.924,0.062,0.278,108.998
6qwAk0lCpqyMfW5pmDXmP0,Lifelike,The Chase,2018-11-30,36,0.717,0.505,7,-11.344,1,0.0543,0.0268,0.896,0.0911,0.776,120.012
2akjLHnHjDGsgqxuf48VYs,Metronomy,The Bay,2011-04-11,64,0.803,0.47,6,-7.232,0,0.0387,0.587,0.091,0.0723,0.887,121.226
46Yk35nGRNyvoAhBOIF8n6,L'Impératrice,Séquences - Parcels Remix,2017-09-27,46,0.824,0.666,11,-9.008,0,0.0509,0.251,0.574,0.0582,0.935,120.005
2eurAydCrpvsrW2nwaKDez,Yuksek,Cadenza - Edit,2019-05-03,49,0.728,0.809,11,-7.639,1,0.0437,0.361,0.941,0.128,0.528,116.002
3NMFWhIDAdDGX3xmXOxHyo,Polo & Pan,Feel Good,2020-06-19,62,0.643,0.748,2,-6.535,0,0.0386,0.235,0.191,0.815,0.583,96.004
3bi9LdoayzjhpriotcubGd,Lifelike,Night Patrol,2013-12-16,45,0.684,0.922,0,-4.047,1,0.0488,0.111,0.752,0.309,0.686,120.012
3h7eMylOrv17N8f1RlTom0,Naive New Beaters,Heal Tomorrow,2016-07-22,59,0.722,0.725,2,-5.337,0,0.0293,0.0299,1.16e-05,0.0917,0.345,119.985
2auCqTaHVgjmqpsIZlN3oh,-M-,Superchérie,2019-01-25,52,0.717,0.629,7,-9.627,1,0.0306,0.245,0.00416,0.0628,0.798,131.943
5VxHtln8GvqtvkxMB0tV0S,Funky Destination,The Inside Man - Soopasoul remix,2013-01-28,46,0.777,0.718,5,-7.038,0,0.0377,0.00637,0.76,0.0944,0.787,114.985
11lbXJg7UJGxZrJnEMLlHL,Aleksandir,Yamaha,2018-06-15,51,0.789,0.502,5,-12.263,0,0.0517,0.299,0.917,0.0786,0.708,121.02
2KUcdsb8TLCtj4RtULT4Sw,Daso,Meine,2007-11-06,46,0.684,0.597,11,-8.563,0,0.0326,0.0211,0.741,0.103,0.869,126.005
3Nxw6eeFpBwUbxVuSY6NC0,Modjo,Chillin',2001,51,0.58,0.89,6,-5.559,1,0.036,6.54e-05,0.000446,0.0518,0.909,124.971
4ueL4j6iOPX23UG5VsvGrm,Vald,Désaccordé,2018-02-02,62,0.75,0.496,1,-8.424,0,0.352,0.448,0.0,0.116,0.431,150.108
2EJqUMec7cXR3HPWIhAH6I,Franc Moody,Dream in Colour,2020-02-28,49,0.735,0.793,7,-3.947,1,0.0445,0.026,0.0501,0.43,0.942,116.723
1q7vowkcj5RM6U7cA0sZhF,Sister Sledge,Lost in Music - Dimitri from Paris Remix,1979,53,0.694,0.731,0,-9.741,1,0.0371,0.00409,0.00213,0.043,0.75,123.998
61Ivix5DTnDPVjp1dgLyov,Tom Misch,Disco Yes,2018-04-06,64,0.927,0.551,9,-6.624,0,0.0921,0.42,0.0346,0.298,0.665,123.042
56eZ38R6NrdtYGR0loivLS,Myd,Muchas (feat. Cola Boyy),2018-09-05,42,0.84,0.837,7,-5.321,0,0.042,0.0068,0.163,0.0864,0.851,129.015
6wFk7d6wxjAxagMvELGyst,Salut C'est Cool,Salam Aleykoum,2015-06-22,39,0.69,0.963,0,-6.341,1,0.0343,0.00776,0.527,0.0437,0.154,138.001
1XOihkZNfam0Of9agwvfXs,Professor Kliq,Plastic and Flashing Lights,2011-09-21,34,0.71,0.913,10,-10.322,1,0.0556,0.0122,0.852,0.109,0.718,115.031
3mBsPxNRLxIslUVjebVaGz,La Femme,Nous Etions Deux,2013-01-01,14,0.626,0.831,7,-6.681,1,0.0975,0.377,0.0138,0.104,0.737,160.009
69gsaJeMTK3ecqotZJmGCh,La Femme,Où va le monde,2016-09-02,50,0.457,0.858,9,-5.579,0,0.0454,0.47,0.000697,0.317,0.542,151.94
2W3EgJst61RLZtPPm3EQim,The Blaze,Territory,2017-04-07,65,0.563,0.44,9,-11.943,0,0.0822,0.286,0.683,0.269,0.213,120.009
5Jlfld6JdyQSeDvNdv0XRE,Fakear,La lune rousse,2014-06-06,51,0.721,0.813,9,-7.763,1,0.0321,0.0489,0.00238,0.153,0.161,113.002
0y0LNqWSA4Pv2KawzSi4MW,Laurent Garnier,The Man With The Red Face - Video Edit,2000-02-07,9,0.693,0.731,3,-11.019,1,0.0407,0.0151,0.934,0.129,0.441,131.99
5z44PxNBSF4Bd50jE5K6Mb,I:Cube,Adore,1999-05-10,37,0.601,0.905,0,-8.469,1,0.038,0.0713,0.89,0.296,0.359,111.063
7FvQMTZuUJV5rtMQkDYmZz,Franc Moody,She's Too Good for Me,2020-02-28,49,0.682,0.801,5,-4.516,1,0.147,0.148,7.13e-06,0.211,0.657,103.052
5gatbCb4evWxs0CMMuiqGX,Franc Moody,In Too Deep,2017-04-12,52,0.862,0.671,7,-8.447,0,0.103,0.294,0.023,0.855,0.439,110.987
2RlgNHKcydI9sayD2Df2xp,Electric Light Orchestra,Mr. Blue Sky,1977,80,0.388,0.338,10,-10.054,1,0.0328,0.652,3.72e-06,0.248,0.477,177.784
3ApDLA7FGUlDc7rNM4bzkb,Franc Moody,Flesh and Blood,2020-02-28,51,0.745,0.578,6,-6.004,0,0.131,0.0895,0.000424,0.0959,0.696,165.997
1DriOnyA5tFc2bUdM6nglI,Franc Moody,Dance Moves,2018-03-27,54,0.824,0.75,10,-7.646,0,0.0477,0.177,0.0356,0.0705,0.705,116.005
4sFyLyuJOUVMDcaSg1oHEa,Franc Moody,Dopamine,2018-03-27,61,0.818,0.562,10,-7.779,0,0.0356,0.0987,0.813,0.355,0.57,125.03
2wkoeulxiywQoKtniBbTHJ,Wes,Alane - Radio Version,1996-09-17,57,0.845,0.773,8,-7.187,1,0.051,0.0624,0.168,0.107,0.961,121.959
24Yi9hE78yPEbZ4kxyoXAI,SAINt JHN,Roses - Imanbek Remix,2019-10-09,90,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975
4IFd5gfOwvN8KEkRdJr0yn,Mc Solaar,Solaar pleure,2001,49,0.656,0.852,3,-4.332,0,0.0776,0.222,2.37e-05,0.115,0.529,97.009
1hbOF0NfzFETNyl24yBfgm,Busy P,Still Busy (feat. Thunderbird Gerard),2013-06-10,5,0.8,0.642,4,-8.399,1,0.097,0.00222,0.202,0.304,0.346,121.968
2zTZksoLIaHmx2XX78Xka0,Busy P,Genie (feat. Mayer Hawthorne),2017-05-12,15,0.665,0.729,11,-5.064,0,0.0448,0.00757,3.19e-05,0.115,0.447,103.997
75juhi4iMow61iC4TRVtI6,Mighty Mo Rodgers,Prisoners of War,2002-01-01,6,0.84,0.591,4,-9.145,0,0.0412,0.19,0.00592,0.0735,0.694,87.642
0d064qWNSKBDMekOIBZvaS,Vald,Pensionman,2019-10-10,48,0.722,0.753,1,-5.644,1,0.285,0.249,0.0,0.112,0.565,139.911
0sMzxVIRUbQBtOPTCBITUS,Gringe,"Qui dit mieux (feat. Orelsan, Vald & Suikon Blaz AD)",2018-11-02,52,0.795,0.723,11,-6.096,1,0.275,0.0658,0.0,0.163,0.603,152.009
1z7FW0nlEBGtQWQ19kz7qp,will.i.am,I Got It From My Mama,2007-01-01,49,0.888,0.777,6,-6.262,1,0.0505,0.0961,3.14e-05,0.0514,0.876,118.998
5zChcGalKMHQ69rO3nBTBV,Make The Girl Dance,Baby Baby Baby - Radio Edit,2010-03-01,11,0.731,0.843,2,-4.06,1,0.229,0.00349,9.19e-05,0.128,0.599,127.08
5E9KtAPBkCxLvfkg1NTosb,Vald,Ma meilleure amie,2017-01-20,56,0.731,0.505,5,-7.665,0,0.0378,0.253,0.00017,0.178,0.143,126.961
1U0nWcWMR1gyHEHBvx5YpW,dodie,You,2017-08-11,52,0.586,0.659,10,-12.256,1,0.196,0.844,5.32e-05,0.313,0.715,155.357
1jDJFeK9x3OZboIAHsY9k2,Elton John,I'm Still Standing,1983-05-30,79,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808
7svaJcQOfSgGwNcb6mNawB,Alex Metric,Open Your Eyes - Tim Mason Festival Remix,2011-01-01,32,0.647,0.624,2,-7.834,1,0.0734,0.00154,0.0958,0.0633,0.185,125.991
0KM2y796j63t5RHhvRUxld,MIKA,"Relax, Take It Easy",2006-01-01,64,0.694,0.694,6,-8.21,0,0.0328,0.058,0.0126,0.129,0.608,121.876
2dQvZpEkO26i4za9d746WC,The Shoes,Drifted,2015-10-02,32,0.621,0.736,7,-8.251,0,0.0366,0.000954,0.0713,0.135,0.142,140.033
0oI3ywPBzfabo7wkb9zoki,The Shoes,Made For You,2015-10-02,20,0.518,0.733,7,-7.669,0,0.0898,0.0759,0.0326,0.462,0.0705,126.058
4mExZER1NmVLhNy9aPmdUS,The Shoes,Time To Dance - Sebastian Remix,2012-04-12,39,0.682,0.896,2,-5.651,1,0.115,0.00133,0.21,0.0812,0.364,122.033
4YKqj8VsrWVjvuwuellcY7,Lorenzo,Bizarre,2018-02-23,55,0.758,0.738,1,-5.776,1,0.205,0.219,0.0,0.28,0.522,142.076
65z49KvgmU4dHJb3MQQyAs,Yuksek,Cadenza,2020-02-28,37,0.739,0.788,11,-8.188,1,0.0412,0.398,0.907,0.102,0.446,116.015
17ZrSLRDbtIQHohbsC8SlJ,Yuksek,The Rollercoaster - Edit,2020-02-28,25,0.789,0.76,0,-6.732,1,0.0957,0.0298,0.0735,0.634,0.506,121.005
3Wy5VBZwfARvJktMY4I8YJ,Voyou,Carnaval,2020-06-11,32,0.613,0.642,9,-6.916,1,0.0508,0.435,4.79e-05,0.133,0.732,84.957
1rLuIDAsZwfMsPbdEf6oXw,Lilly Oxford,I'm a Lonely Bitch,2020-04-10,38,0.836,0.718,7,-5.824,1,0.0429,0.0653,1.53e-05,0.168,0.889,129.008
0k9qssUW7sHbpTZ2I8D43S,Black Blood,A.I.E. (A'mwana),1993,30,0.639,0.575,7,-9.556,0,0.0631,0.00902,4.08e-06,0.0656,0.928,123.953
4AC9YjgsGuJKydqaEc1TJq,Miss Li,Bourgeois Shangri-La,2009-03-31,33,0.377,0.979,0,-2.846,1,0.0933,0.000844,0.00629,0.305,0.579,191.971
6aU6a9tdn2vHhnPGlboFZX,The Beach Boys,Good Vibrations,2011-01-01,50,0.414,0.528,1,-7.733,1,0.0343,0.0495,0.00026,0.117,0.335,74.627
5HafTg3A3ctasNLFNJS6JR,Philippe Katerine,Sexy Cool,2014-01-01,10,0.571,0.602,0,-6.41,1,0.162,0.0188,0.0253,0.615,0.489,117.038
7wg5h9uqPvRngy5WUQKlAs,The Rapture,Echoes,2003-01-01,47,0.603,0.946,8,-3.369,0,0.228,0.000335,0.0604,0.0936,0.3,133.986
71Jxy7ToDvvb9sF40s7czN,Laurent Garnier,The Man With The Red Face,2000,7,0.656,0.805,3,-9.14,1,0.039,0.00489,0.933,0.119,0.581,132.007
6TdnvxC5E146AXv1doDshO,DJ Shadow,Organ Donor,1996-01-01,43,0.61,0.571,1,-7.136,0,0.0315,0.837,0.743,0.15,0.909,106.185
1A0LEAS3aaO5R233Akp707,Toots & The Maytals,Funky Kingston,2004-01-01,30,0.711,0.887,1,-4.704,0,0.0507,0.234,1.72e-05,0.0437,0.935,100.061
58bsVCyN73XiWPhxRmvZi3,Oliver Cheatham,Get Down Saturday Night,2006-01-01,47,0.865,0.612,11,-11.571,0,0.0572,0.226,0.0817,0.0572,0.963,116.544
4yvuxFp9SAPviEb7J9dtAc,Andre Bourvil,Salade de fruits,1990,34,0.747,0.194,7,-15.257,1,0.0818,0.629,0.0,0.159,0.769,116.924
3mfCW22S8GrcIiUtB9n0Jq,Jamiroquai,Cosmic Girl - Remastered,2006-11-06,48,0.631,0.953,1,-5.837,0,0.0494,0.0128,3.59e-06,0.275,0.944,119.765
7BbF5zS2apuCuAvjrmUHFk,Paul M,Le Soldat Rose,2006-11-12,31,0.603,0.202,2,-11.841,1,0.057,0.882,6.38e-06,0.1,0.363,137.303
3uHMnz8ocip1y36t4IFWfI,Buena Vista Social Club,De Camino a La Vereda,1997-06-23,59,0.658,0.451,3,-11.453,1,0.0386,0.857,0.000262,0.179,0.961,85.001
1eHGsCdAWh1Ffowzacpfoi,Buena Vista Social Club,Candela,1997-06-23,60,0.525,0.619,9,-12.322,1,0.0354,0.719,0.000168,0.289,0.814,101.045
3eg6Yi9x0gN3k4nD4h6il3,Buena Vista Social Club,Dos Gardenias,1997-06-23,62,0.547,0.2,4,-16.734,0,0.0392,0.826,3.84e-05,0.135,0.551,91.768
7dRfobhDNnsEgB2ZArxA1f,Buena Vista Social Club,El Cuarto de Tula,1997-06-23,62,0.552,0.664,9,-13.167,1,0.0454,0.595,0.000409,0.299,0.858,104.776
5sbw5zIz9ck2pOEDXUR0QU,Buena Vista Social Club,Chan Chan,1997-06-23,69,0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647
5ZBeML7Lf3FMEVviTyvi8l,The Beatles,Twist And Shout - Remastered 2009,1963-03-22,74,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631
7j56HrjR9cGzvekvZY3Faz,Fitz and The Tantrums,HandClap,2016-06-10,65,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956
4lJKn6cDD3vpZrcg6oVTr1,Véronique Sanson,Chanson sur ma drôle de vie - Remasterisé en 2008,1972-07-01,59,0.648,0.582,9,-10.524,1,0.031,0.694,0.0,0.231,0.636,97.906
4s6uEagbuAGCrHHsJL3XyU,Vaudou Game,La vie c'est bon,2016-09-09,30,0.785,0.855,4,-5.596,0,0.0346,0.359,2.34e-05,0.213,0.982,137.432
1OeSH6hCcrrjZ5PCCjmCCd,Amadou & Mariam,Beaux Dimanches,2005,40,0.638,0.699,7,-6.727,1,0.0716,0.427,0.000106,0.992,0.435,108.972
1FZRgp7rt6tpTXSlfWjQR8,Crystal Castles,Air War,2008-03-16,2,0.792,0.811,0,-3.852,1,0.0733,0.0573,0.0529,0.693,0.495,120.005
4xymOOdANFwko4RpeR961e,Crystal Castles,Crimewave,2008-03-16,18,0.746,0.695,4,-7.517,0,0.04,0.196,0.0267,0.199,0.861,119.975
2LqTFkL0PTNPmxituDxkDj,Oldelaf,La tristitude,2011,47,0.722,0.506,7,-8.743,0,0.0498,0.459,0.0,0.0986,0.721,88.987
4Ayu1BbmKCLw8tBztvHFBE,Supergrass,Alright,2008-04-28,25,0.467,0.958,4,-4.807,0,0.0774,0.000479,0.198,0.299,0.704,145.917
3u5N55tHf7hXATSQrjBh2q,Gala,Freed From Desire,1997-11-17,71,0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99
15wbJUoXQWq6OOj1h6ntxP,MC Hammer,U Can't Touch This,2008-04-28,41,0.857,0.739,11,-6.05,0,0.0846,0.00343,0.00114,0.274,0.849,133.364
6NSqiyQWIyZLouviktad9X,Indeep,Last Night a D.J. Saved My Life,1991,54,0.968,0.345,11,-14.17,1,0.151,0.154,0.00344,0.0425,0.954,109.803
43THPstJP6RXLMd7ryXyNf,Les Rita Mitsouko,Marcia Baïla,1984-01-04,58,0.772,0.795,7,-5.945,1,0.0328,0.201,0.0,0.0765,0.819,126.847
6eDYgjKl4vUgRusxb7THDu,Spandau Ballet,True - Single Edit,2000-05-15,62,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395
2HHtWyy5CgaQbC7XSoOb0e,Survivor,Eye of the Tiger,1982,74,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965
7wNYqliW0LVNT3B25gGXtw,Gloria Gaynor,I Will Survive - Single Version,2007-01-01,55,0.773,0.829,9,-6.903,0,0.0713,0.0783,0.00349,0.37,0.63,115.904
51pQ7vY7WXzxskwloaeqyj,Led Zeppelin,Stairway to Heaven - 1990 Remaster,1971-11-08,68,0.346,0.335,7,-12.453,1,0.0339,0.575,0.00674,0.185,0.213,84.204
3PR79C1jVvLLLmgdyHkXl3,KC & The Sunshine Band,That's the Way (I Like It) - 2004 Remaster,1975-07-06,60,0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674
2ZSCy3P1QzpJySCWA6NRIU,KISS,I Was Made For Lovin' You,1979-03-23,1,0.768,0.852,4,-6.215,1,0.038,0.213,7.45e-05,0.0723,0.867,128.374
5MxNLUsfh7uzROypsoO5qe,Aerosmith,Dream On,1973-01-05,79,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9
3D6GM9pxMGYLtUsLf6Yyyv,Véronique Sanson,Chanson sur ma drôle de vie,1972-12-08,0,0.649,0.662,9,-8.403,1,0.0304,0.652,0.0,0.287,0.618,97.969
63xdwScd1Ai1GigAwQxE8y,Al Green,Let's Stay Together,1972,75,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985
594FzPlCmqygQMoZAkGegM,Donna Summer,Hot Stuff,1979-01-01,0,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471
4nXkbcTj3nyww1cHkw5RAP,The Doobie Brothers,Long Train Runnin',1973,72,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399
2ZOTtG7v1OrSNs6EINIGb4,Ram Jam,Black Betty,1990-02-27,67,0.465,0.865,11,-9.573,0,0.098,0.018,0.00135,0.0769,0.677,117.528
5Yt80fWRB8JG73XlPjrrKP,Pink Floyd,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",2011-11-07,0,0.694,0.394,0,-15.881,1,0.0428,0.0781,0.000677,0.247,0.719,104.126
4Af8yzidDPc520TFd4TmkE,Thelma Houston,Don't Leave Me This Way,1998-01-01,57,0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819
0GjEhVFGZW8afUYGChu3Rr,ABBA,Dancing Queen,1976,78,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804
0kp0ovTvyYUdoexEt7AcoL,Gradur,Ne reviens pas,2019-11-21,61,0.932,0.762,10,-3.376,0,0.0747,0.222,0.0,0.164,0.931,124.975
5FGStn8OcEzH4VWPIF8dIv,David Rawlings,Cumberland Gap,2017-08-11,58,0.594,0.601,0,-8.532,1,0.0391,0.18,0.000539,0.106,0.524,155.583
1dUjponHxfH9hp1JnAoMmW,Vitalic,La Rock 01,2005-04-04,5,0.635,0.697,11,-5.567,0,0.0733,1.6e-06,0.932,0.358,0.564,136.493
3TMwHtO5c4jlnnFZK8MuBH,Boys Noize,& Down,2007-07-13,40,0.619,0.629,1,-4.109,0,0.33,0.0473,0.227,0.314,0.262,123.003
6nhMmq1MIA1BrQnbsBK9uk,Crookers,Cooler Couleur,2010-04-26,22,0.67,0.672,6,-5.516,0,0.2,0.133,0.00441,0.167,0.43,190.342
525GY0mXYnxajolwgS8Eaz,Lucky Luke,Cooler Than Me,2019-05-17,81,0.889,0.716,7,-6.146,1,0.0708,0.0595,0.0409,0.168,0.296,128.022
3sG4x1x5BQFmcluWZTWVyB,The Mountains,The Valleys,2014-01-24,45,0.652,0.705,4,-6.84,1,0.0314,0.596,0.00717,0.514,0.861,140.044
0OXvO7h8MkGueA4ad1LvKm,Teddybears,Sunshine,2014-06-03,32,0.459,0.94,7,-3.49,0,0.47,0.0824,0.0,0.0929,0.638,115.715
0n0p8VGjFfQSXnCKUMPCWU,Slaptop,Sunrise,2014-06-17,0,0.842,0.71,7,-5.876,0,0.0679,0.0209,0.00276,0.1,0.743,126.017
2Iq6HhIquO7JKr0KfTNLzU,Saint Motel,My Type,2014-08-16,68,0.595,0.896,10,-2.951,1,0.047,0.0641,5.82e-05,0.0748,0.567,118.001
2Ldx9kUwqKt8GKaqPYGT6e,Madeon,Imperium,2014-11-02,41,0.638,0.946,1,-1.748,1,0.0793,0.00015,0.0429,0.205,0.495,110.051
6J8SONJwAIizCJm0QhEi4Y,Jungle,Busy Earnin',2014-02-20,40,0.539,0.846,10,-6.739,0,0.0376,0.11,3.9e-05,0.11,0.668,100.002
313z5XYoZ7cOvTcwLrAApD,Joywave,Tongues,2014-03-11,40,0.827,0.689,6,-7.127,0,0.044,0.000624,0.039,0.0964,0.943,117.95
57PjISfyOyDcvTPipz16nf,John Newman,Love Me Again,2013-01-01,0,0.485,0.915,2,-3.469,0,0.0544,0.00441,0.00112,0.0987,0.201,126.027
